,Classifier_1,Classifier_2,Test,Null Hypo,Win,Lost,Bon,BWin,Blost,Dataset,,,,Row Labels,Count of BWin,Count of Blost
13,DT,Stack-LR,Wilcoxon,Reject,Stack-LR,DT,Accept,,,SwitchStatements,,,,,,
14,DT,Stack-DT,Wilcoxon,Reject,DT,Stack-DT,Accept,,,SwitchStatements,,,,,,
15,DT,Stack-SVM,Wilcoxon,Reject,Stack-SVM,DT,Accept,,,SwitchStatements,,,,,,
16,LR,SVM(Lin),Wilcoxon,Reject,SVM(Lin),LR,Reject,SVM(Lin),LR,SwitchStatements,,,,,,
17,LR,SVM(Poly),Wilcoxon,Reject,SVM(Poly),LR,Accept,,,SwitchStatements,,,,,,
18,LR,SVM(Sig),Wilcoxon,Reject,LR,SVM(Sig),Reject,LR,SVM(Sig),SwitchStatements,,,,,,
19,LR,SVM(RBF),Wilcoxon,Accept,,,Accept,,,SwitchStatements,,,,,,
20,LR,MLP,Wilcoxon,Reject,MLP,LR,Reject,MLP,LR,SwitchStatements,,,,,,
21,LR,SGD,Wilcoxon,Reject,LR,SGD,Reject,LR,SGD,SwitchStatements,,,,,,
22,LR,GP,Wilcoxon,Reject,GP,LR,Reject,GP,LR,SwitchStatements,,,,,,
23,LR,NB(B),Wilcoxon,Reject,LR,NB(B),Reject,LR,NB(B),SwitchStatements,,,,,,
24,LR,NB(G),Wilcoxon,Accept,,,Accept,,,SwitchStatements,,,,,,
25,LR,NB(M),Wilcoxon,Reject,LR,NB(M),Reject,LR,NB(M),SwitchStatements,,,,,,
26,LR,LDA,Wilcoxon,Accept,,,Accept,,,SwitchStatements,,,,,,
27,LR,KNN,Wilcoxon,Reject,LR,KNN,Reject,LR,KNN,SwitchStatements,,,,,,
28,LR,Stack-LR,Wilcoxon,Reject,Stack-LR,LR,Reject,Stack-LR,LR,SwitchStatements,,,,,,
29,LR,Stack-DT,Wilcoxon,Accept,,,Accept,,,SwitchStatements,,,,,,
30,LR,Stack-SVM,Wilcoxon,Reject,Stack-SVM,LR,Reject,Stack-SVM,LR,SwitchStatements,,,,,,
31,SVM(Lin),SVM(Poly),Wilcoxon,Accept,,,Accept,,,SwitchStatements,,,,,,
32,SVM(Lin),SVM(Sig),Wilcoxon,Reject,SVM(Lin),SVM(Sig),Reject,SVM(Lin),SVM(Sig),SwitchStatements,,,,,,
33,SVM(Lin),SVM(RBF),Wilcoxon,Reject,SVM(Lin),SVM(RBF),Accept,,,SwitchStatements,,,,,,
34,SVM(Lin),MLP,Wilcoxon,Reject,MLP,SVM(Lin),Reject,MLP,SVM(Lin),SwitchStatements,,,,,,
35,SVM(Lin),SGD,Wilcoxon,Reject,SVM(Lin),SGD,Reject,SVM(Lin),SGD,SwitchStatements,,,,,,
36,SVM(Lin),GP,Wilcoxon,Reject,GP,SVM(Lin),Reject,GP,SVM(Lin),SwitchStatements,,,,,,
37,SVM(Lin),NB(B),Wilcoxon,Reject,SVM(Lin),NB(B),Reject,SVM(Lin),NB(B),SwitchStatements,,,,,,
38,SVM(Lin),NB(G),Wilcoxon,Reject,SVM(Lin),NB(G),Accept,,,SwitchStatements,,,,,,
39,SVM(Lin),NB(M),Wilcoxon,Reject,SVM(Lin),NB(M),Reject,SVM(Lin),NB(M),SwitchStatements,,,,,,
40,SVM(Lin),LDA,Wilcoxon,Reject,SVM(Lin),LDA,Reject,SVM(Lin),LDA,SwitchStatements,,,,,,
41,SVM(Lin),KNN,Wilcoxon,Reject,SVM(Lin),KNN,Reject,SVM(Lin),KNN,SwitchStatements,,,,,,
42,SVM(Lin),Stack-LR,Wilcoxon,Reject,Stack-LR,SVM(Lin),Accept,,,SwitchStatements,,,,,,
43,SVM(Lin),Stack-DT,Wilcoxon,Reject,SVM(Lin),Stack-DT,Accept,,,SwitchStatements,,,,,,
44,SVM(Lin),Stack-SVM,Wilcoxon,Reject,Stack-SVM,SVM(Lin),Reject,Stack-SVM,SVM(Lin),SwitchStatements,,,,,,
45,SVM(Poly),SVM(Sig),Wilcoxon,Reject,SVM(Poly),SVM(Sig),Reject,SVM(Poly),SVM(Sig),SwitchStatements,,,,,,
46,SVM(Poly),SVM(RBF),Wilcoxon,Reject,SVM(Poly),SVM(RBF),Reject,SVM(Poly),SVM(RBF),SwitchStatements,,,,,,
47,SVM(Poly),MLP,Wilcoxon,Reject,MLP,SVM(Poly),Accept,,,SwitchStatements,,,,,,
48,SVM(Poly),SGD,Wilcoxon,Reject,SVM(Poly),SGD,Reject,SVM(Poly),SGD,SwitchStatements,,,,,,
49,SVM(Poly),GP,Wilcoxon,Reject,GP,SVM(Poly),Reject,GP,SVM(Poly),SwitchStatements,,,,,,
50,SVM(Poly),NB(B),Wilcoxon,Reject,SVM(Poly),NB(B),Reject,SVM(Poly),NB(B),SwitchStatements,,,,,,
51,SVM(Poly),NB(G),Wilcoxon,Accept,,,Accept,,,SwitchStatements,,,,,,
52,SVM(Poly),NB(M),Wilcoxon,Reject,SVM(Poly),NB(M),Reject,SVM(Poly),NB(M),SwitchStatements,,,,,,
53,SVM(Poly),LDA,Wilcoxon,Reject,SVM(Poly),LDA,Reject,SVM(Poly),LDA,SwitchStatements,,,,,,
54,SVM(Poly),KNN,Wilcoxon,Reject,SVM(Poly),KNN,Reject,SVM(Poly),KNN,SwitchStatements,,,,,,
55,SVM(Poly),Stack-LR,Wilcoxon,Reject,Stack-LR,SVM(Poly),Accept,,,SwitchStatements,,,,,,
56,SVM(Poly),Stack-DT,Wilcoxon,Reject,SVM(Poly),Stack-DT,Accept,,,SwitchStatements,,,,,,
57,SVM(Poly),Stack-SVM,Wilcoxon,Reject,Stack-SVM,SVM(Poly),Accept,,,SwitchStatements,,,,,,
58,SVM(Sig),SVM(RBF),Wilcoxon,Reject,SVM(RBF),SVM(Sig),Reject,SVM(RBF),SVM(Sig),SwitchStatements,,,,,,
59,SVM(Sig),MLP,Wilcoxon,Reject,MLP,SVM(Sig),Reject,MLP,SVM(Sig),SwitchStatements,,,,,,
60,SVM(Sig),SGD,Wilcoxon,Reject,SGD,SVM(Sig),Reject,SGD,SVM(Sig),SwitchStatements,,,,,,
61,SVM(Sig),GP,Wilcoxon,Reject,GP,SVM(Sig),Reject,GP,SVM(Sig),SwitchStatements,,,,,,
62,SVM(Sig),NB(B),Wilcoxon,Reject,NB(B),SVM(Sig),Reject,NB(B),SVM(Sig),SwitchStatements,,,,,,
63,SVM(Sig),NB(G),Wilcoxon,Reject,NB(G),SVM(Sig),Reject,NB(G),SVM(Sig),SwitchStatements,,,,,,
64,SVM(Sig),NB(M),Wilcoxon,Reject,NB(M),SVM(Sig),Reject,NB(M),SVM(Sig),SwitchStatements,,,,,,
65,SVM(Sig),LDA,Wilcoxon,Reject,LDA,SVM(Sig),Reject,LDA,SVM(Sig),SwitchStatements,,,,,,
66,SVM(Sig),KNN,Wilcoxon,Reject,KNN,SVM(Sig),Reject,KNN,SVM(Sig),SwitchStatements,,,,,,
67,SVM(Sig),Stack-LR,Wilcoxon,Reject,Stack-LR,SVM(Sig),Reject,Stack-LR,SVM(Sig),SwitchStatements,,,,,,
68,SVM(Sig),Stack-DT,Wilcoxon,Reject,Stack-DT,SVM(Sig),Reject,Stack-DT,SVM(Sig),SwitchStatements,,,,,,
69,SVM(Sig),Stack-SVM,Wilcoxon,Reject,Stack-SVM,SVM(Sig),Reject,Stack-SVM,SVM(Sig),SwitchStatements,,,,,,
70,SVM(RBF),MLP,Wilcoxon,Reject,MLP,SVM(RBF),Reject,MLP,SVM(RBF),SwitchStatements,,,,,,
71,SVM(RBF),SGD,Wilcoxon,Reject,SVM(RBF),SGD,Reject,SVM(RBF),SGD,SwitchStatements,,,,,,
72,SVM(RBF),GP,Wilcoxon,Reject,GP,SVM(RBF),Reject,GP,SVM(RBF),SwitchStatements,,,,,,
73,SVM(RBF),NB(B),Wilcoxon,Reject,SVM(RBF),NB(B),Reject,SVM(RBF),NB(B),SwitchStatements,,,,,,
74,SVM(RBF),NB(G),Wilcoxon,Reject,NB(G),SVM(RBF),Accept,,,SwitchStatements,,,,,,
75,SVM(RBF),NB(M),Wilcoxon,Reject,SVM(RBF),NB(M),Reject,SVM(RBF),NB(M),SwitchStatements,,,,,,
76,SVM(RBF),LDA,Wilcoxon,Accept,,,Accept,,,SwitchStatements,,,,,,
77,SVM(RBF),KNN,Wilcoxon,Reject,SVM(RBF),KNN,Reject,SVM(RBF),KNN,SwitchStatements,,,,,,
78,SVM(RBF),Stack-LR,Wilcoxon,Reject,Stack-LR,SVM(RBF),Reject,Stack-LR,SVM(RBF),SwitchStatements,,,,,,
79,SVM(RBF),Stack-DT,Wilcoxon,Accept,,,Accept,,,SwitchStatements,,,,,,
80,SVM(RBF),Stack-SVM,Wilcoxon,Reject,Stack-SVM,SVM(RBF),Reject,Stack-SVM,SVM(RBF),SwitchStatements,,,,,,
81,MLP,SGD,Wilcoxon,Reject,MLP,SGD,Reject,MLP,SGD,SwitchStatements,,,,,,
82,MLP,GP,Wilcoxon,Reject,GP,MLP,Accept,,,SwitchStatements,,,,,,
83,MLP,NB(B),Wilcoxon,Reject,MLP,NB(B),Reject,MLP,NB(B),SwitchStatements,,,,,,
84,MLP,NB(G),Wilcoxon,Reject,MLP,NB(G),Reject,MLP,NB(G),SwitchStatements,,,,,,
85,MLP,NB(M),Wilcoxon,Reject,MLP,NB(M),Reject,MLP,NB(M),SwitchStatements,,,,,,
86,MLP,LDA,Wilcoxon,Reject,MLP,LDA,Reject,MLP,LDA,SwitchStatements,,,,,,
87,MLP,KNN,Wilcoxon,Reject,MLP,KNN,Reject,MLP,KNN,SwitchStatements,,,,,,
88,MLP,Stack-LR,Wilcoxon,Accept,,,Accept,,,SwitchStatements,,,,,,
89,MLP,Stack-DT,Wilcoxon,Reject,MLP,Stack-DT,Reject,MLP,Stack-DT,SwitchStatements,,,,,,
90,MLP,Stack-SVM,Wilcoxon,Accept,,,Accept,,,SwitchStatements,,,,,,
91,SGD,GP,Wilcoxon,Reject,GP,SGD,Reject,GP,SGD,SwitchStatements,,,,,,
92,SGD,NB(B),Wilcoxon,Reject,SGD,NB(B),Reject,SGD,NB(B),SwitchStatements,,,,,,
93,SGD,NB(G),Wilcoxon,Reject,NB(G),SGD,Reject,NB(G),SGD,SwitchStatements,,,,,,
94,SGD,NB(M),Wilcoxon,Reject,NB(M),SGD,Accept,,,SwitchStatements,,,,,,
95,SGD,LDA,Wilcoxon,Reject,LDA,SGD,Reject,LDA,SGD,SwitchStatements,,,,,,
96,SGD,KNN,Wilcoxon,Reject,KNN,SGD,Reject,KNN,SGD,SwitchStatements,,,,,,
97,SGD,Stack-LR,Wilcoxon,Reject,Stack-LR,SGD,Reject,Stack-LR,SGD,SwitchStatements,,,,,,
98,SGD,Stack-DT,Wilcoxon,Reject,Stack-DT,SGD,Reject,Stack-DT,SGD,SwitchStatements,,,,,,
99,SGD,Stack-SVM,Wilcoxon,Reject,Stack-SVM,SGD,Reject,Stack-SVM,SGD,SwitchStatements,,,,,,
100,GP,NB(B),Wilcoxon,Reject,GP,NB(B),Reject,GP,NB(B),SwitchStatements,,,,,,
101,GP,NB(G),Wilcoxon,Reject,GP,NB(G),Reject,GP,NB(G),SwitchStatements,,,,,,
102,GP,NB(M),Wilcoxon,Reject,GP,NB(M),Reject,GP,NB(M),SwitchStatements,,,,,,
103,GP,LDA,Wilcoxon,Reject,GP,LDA,Reject,GP,LDA,SwitchStatements,,,,,,
104,GP,KNN,Wilcoxon,Reject,GP,KNN,Reject,GP,KNN,SwitchStatements,,,,,,
105,GP,Stack-LR,Wilcoxon,Reject,GP,Stack-LR,Accept,,,SwitchStatements,,,,,,
106,GP,Stack-DT,Wilcoxon,Reject,GP,Stack-DT,Reject,GP,Stack-DT,SwitchStatements,,,,,,
107,GP,Stack-SVM,Wilcoxon,Accept,,,Accept,,,SwitchStatements,,,,,,
108,NB(B),NB(G),Wilcoxon,Reject,NB(G),NB(B),Reject,NB(G),NB(B),SwitchStatements,,,,,,
109,NB(B),NB(M),Wilcoxon,Reject,NB(M),NB(B),Reject,NB(M),NB(B),SwitchStatements,,,,,,
110,NB(B),LDA,Wilcoxon,Reject,LDA,NB(B),Reject,LDA,NB(B),SwitchStatements,,,,,,
111,NB(B),KNN,Wilcoxon,Reject,KNN,NB(B),Reject,KNN,NB(B),SwitchStatements,,,,,,
112,NB(B),Stack-LR,Wilcoxon,Reject,Stack-LR,NB(B),Reject,Stack-LR,NB(B),SwitchStatements,,,,,,
113,NB(B),Stack-DT,Wilcoxon,Reject,Stack-DT,NB(B),Reject,Stack-DT,NB(B),SwitchStatements,,,,,,
114,NB(B),Stack-SVM,Wilcoxon,Reject,Stack-SVM,NB(B),Reject,Stack-SVM,NB(B),SwitchStatements,,,,,,
115,NB(G),NB(M),Wilcoxon,Reject,NB(G),NB(M),Reject,NB(G),NB(M),SwitchStatements,,,,,,
116,NB(G),LDA,Wilcoxon,Reject,NB(G),LDA,Accept,,,SwitchStatements,,,,,,
117,NB(G),KNN,Wilcoxon,Reject,NB(G),KNN,Reject,NB(G),KNN,SwitchStatements,,,,,,
118,NB(G),Stack-LR,Wilcoxon,Reject,Stack-LR,NB(G),Reject,Stack-LR,NB(G),SwitchStatements,,,,,,
119,NB(G),Stack-DT,Wilcoxon,Accept,,,Accept,,,SwitchStatements,,,,,,
120,NB(G),Stack-SVM,Wilcoxon,Reject,Stack-SVM,NB(G),Reject,Stack-SVM,NB(G),SwitchStatements,,,,,,
121,NB(M),LDA,Wilcoxon,Reject,LDA,NB(M),Reject,LDA,NB(M),SwitchStatements,,,,,,
122,NB(M),KNN,Wilcoxon,Reject,KNN,NB(M),Reject,KNN,NB(M),SwitchStatements,,,,,,
123,NB(M),Stack-LR,Wilcoxon,Reject,Stack-LR,NB(M),Reject,Stack-LR,NB(M),SwitchStatements,,,,,,
124,NB(M),Stack-DT,Wilcoxon,Reject,Stack-DT,NB(M),Reject,Stack-DT,NB(M),SwitchStatements,,,,,,
125,NB(M),Stack-SVM,Wilcoxon,Reject,Stack-SVM,NB(M),Reject,Stack-SVM,NB(M),SwitchStatements,,,,,,
126,LDA,KNN,Wilcoxon,Reject,LDA,KNN,Reject,LDA,KNN,SwitchStatements,,,,,,
127,LDA,Stack-LR,Wilcoxon,Reject,Stack-LR,LDA,Reject,Stack-LR,LDA,SwitchStatements,,,,,,
128,LDA,Stack-DT,Wilcoxon,Accept,,,Accept,,,SwitchStatements,,,,,,
129,LDA,Stack-SVM,Wilcoxon,Reject,Stack-SVM,LDA,Reject,Stack-SVM,LDA,SwitchStatements,,,,,,
130,KNN,Stack-LR,Wilcoxon,Reject,Stack-LR,KNN,Reject,Stack-LR,KNN,SwitchStatements,,,,,,
131,KNN,Stack-DT,Wilcoxon,Reject,Stack-DT,KNN,Reject,Stack-DT,KNN,SwitchStatements,,,,,,
132,KNN,Stack-SVM,Wilcoxon,Reject,Stack-SVM,KNN,Reject,Stack-SVM,KNN,SwitchStatements,,,,,,
133,Stack-LR,Stack-DT,Wilcoxon,Reject,Stack-LR,Stack-DT,Reject,Stack-LR,Stack-DT,SwitchStatements,,,,,,
134,Stack-LR,Stack-SVM,Wilcoxon,Reject,Stack-SVM,Stack-LR,Accept,,,SwitchStatements,,,,,,
135,Stack-DT,Stack-SVM,Wilcoxon,Reject,Stack-SVM,Stack-DT,Reject,Stack-SVM,Stack-DT,SwitchStatements,,,,,,
